Project,OOMP ID,Part,Value,Device,Package,Description,BOM,

PROJ-ADAF-0014-STAN-01,CAPX-UNMATCHED-X-NF100-01,C1,C1,0.1uF,C-US025-025X050,C025-025X050,CAPACITOR, American symbol,,
PROJ-ADAF-0014-STAN-01,CAPX-UNMATCHED-X-NF100-01,C2,C2,0.1uF,C-US025-025X050,C025-025X050,CAPACITOR, American symbol,,
PROJ-ADAF-0014-STAN-01,CAPX-UNMATCHED-X-UF220-01,C3,C3,220uF,CPOL-USE2.5-5,E2,5-5,POLARIZED CAPACITOR, American symbol,,
PROJ-ADAF-0014-STAN-01,CAPX-UNMATCHED-X-UF220-01,C4,C4,220uF,CPOL-USE2.5-5,E2,5-5,POLARIZED CAPACITOR, American symbol,,
PROJ-ADAF-0014-STAN-01,DIOD-UNMATCHED-X-UNMATCHED-01,D1,D1,1N5817,SCHOTTKY-DIODEDO41-7,DO41-7,Schottky Diode,,
PROJ-ADAF-0254-STAN-01,SKIP-UNMATCHED-X-UNMATCHED-01,U$1,U$1,FIDUCIAL,FIDUCIAL_1MM FIDUCIAL,FIDUCIAL_1MM,,,
PROJ-ADAF-0254-STAN-01,SKIP-UNMATCHED-X-UNMATCHED-01,U$2,U$2,FIDUCIAL,FIDUCIAL_1MM FIDUCIAL,FIDUCIAL_1MM,,,
PROJ-ADAF-0254-STAN-01,UNMATCHED-UNMATCHED-X-UNMATCHED-01,X1,X1,MICROSD,MICROSD MICROSD,MICROSD,,,
PROJ-ADAF-0259-STAN-01,UNMATCHED-UNMATCHED-X-UNMATCHED-01,CN1,CN1,USB,USBMINIBLARGE,USB-MINIB_LARGER,USB Connectors,,
PROJ-ADAF-0259-STAN-01,UNMATCHED-UNMATCHED-X-UNMATCHED-01,CN2,CN2,BATT_IN_JST,JST_2PIN,JSTPH2,JST 2-Pin Right-Angle Connector,,
PROJ-ADAF-0259-STAN-01,UNMATCHED-UNMATCHED-X-UNMATCHED-01,CN3,CN3,LOAD_JST,JST_2PIN,JSTPH2,JST 2-Pin Right-Angle Connector,,
PROJ-ADAF-0259-STAN-01,SKIP-UNMATCHED-X-UNMATCHED-01,JP2,JP2,FIDUCIAL1.5X3,FIDUCIAL1X2.5,FIDUCIAL-1X2.5,Fiducial Alignment Points,,
PROJ-ADAF-0259-STAN-01,SKIP-UNMATCHED-X-UNMATCHED-01,JP4,JP4,FIDUCIAL1.5X3,FIDUCIAL1X2.5,FIDUCIAL-1X2.5,Fiducial Alignment Points,,
PROJ-ADAF-0259-STAN-01,RESE-0805-X-UNMATCHED-01,R4,R4,PROG,RESISTOR_DUAL,0805-THM,Flip Flop resistor,,
PROJ-ADAF-0259-STAN-01,RESE-0805-X-UNMATCHED-01,R7,R7,10K/THERM,R-US_FLIPFLOP,0805-THM,RESISTOR, American symbol,,
PROJ-ADAF-0259-STAN-01,UNMATCHED-0805-X-UNMATCHED-01,RT1,RT1,1K,R-US_R0805,R0805,RESISTOR, American symbol,,
PROJ-ADAF-0259-STAN-01,UNMATCHED-0805-X-UNMATCHED-01,RT2,RT2,150K,R-US_R0805,R0805,RESISTOR, American symbol,,
PROJ-ADAF-0259-STAN-01,SKIP-UNMATCHED-X-UNMATCHED-01,U$11,U$11,MOUNTINGHOLE2.0,MOUNTINGHOLE2.0,MOUNTINGHOLE_2.0_PLATED,Mounting Hole,,
PROJ-ADAF-0259-STAN-01,SKIP-UNMATCHED-X-UNMATCHED-01,U$16,U$16,MOUNTINGHOLE2.0,MOUNTINGHOLE2.0,MOUNTINGHOLE_2.0_PLATED,Mounting Hole,,
PROJ-ADAF-0259-STAN-01,SKIP-UNMATCHED-X-UNMATCHED-01,U$18,U$18,MOUNTINGHOLE2.0,MOUNTINGHOLE2.0,MOUNTINGHOLE_2.0_PLATED,Mounting Hole,,
PROJ-ADAF-0259-STAN-01,SKIP-UNMATCHED-X-UNMATCHED-01,U$19,U$19,MOUNTINGHOLE2.0,MOUNTINGHOLE2.0,MOUNTINGHOLE_2.0_PLATED,Mounting Hole,,
PROJ-ADAF-0259-STAN-01,UNMATCHED-UNMATCHED-X-UNMATCHED-01,U1,U1,MCP73833T-AMI/MF,MCP73833DFN,DFN10_3X3MM,Lithium-Polymer/Lithium-Ion Battery Charger [Part No.],,
PROJ-ADAF-0269-STAN-01,UNMATCHED-UNMATCHED-X-UNMATCHED-01,IC1,IC1,MAX31855,MAX6675,SO08,,,
PROJ-ADAF-0269-STAN-01,SKIP-UNMATCHED-X-UNMATCHED-01,U$1,U$1,FIDUCIAL,FIDUCIAL,FIDUCIAL_1MM,For use by pick and place machines to calibrate the vision/machine, 1mm,,
PROJ-ADAF-0269-STAN-01,SKIP-UNMATCHED-X-UNMATCHED-01,U$2,U$2,FIDUCIAL,FIDUCIAL,FIDUCIAL_1MM,For use by pick and place machines to calibrate the vision/machine, 1mm,,
PROJ-ADAF-0269-STAN-01,SKIP-UNMATCHED-X-UNMATCHED-01,U$4,U$4,MOUNTINGHOLE2.0,MOUNTINGHOLE2.0,MOUNTINGHOLE_2.0_PLATED,Mounting Hole,,
PROJ-ADAF-0269-STAN-01,SKIP-UNMATCHED-X-UNMATCHED-01,U$5,U$5,MOUNTINGHOLE2.0,MOUNTINGHOLE2.0,MOUNTINGHOLE_2.0_PLATED,Mounting Hole,,
PROJ-ADAF-0280-STAN-01,UNMATCHED-UNMATCHED-X-UNMATCHED-01,BATT_IN,
PROJ-ADAF-0280-STAN-01,UNMATCHED-UNMATCHED-X-UNMATCHED-01,BATT_OUT,
PROJ-ADAF-0280-STAN-01,CAPX-UNMATCHED-X-UF10-01,C4,C4,10uF,A_3216-18R 10uF,A_3216-18R,,,
PROJ-ADAF-0280-STAN-01,CAPX-UNMATCHED-X-UF10-01,C5,C5,10uF,A_3216-18R 10uF,A_3216-18R,,,
PROJ-ADAF-0280-STAN-01,DIOD-UNMATCHED-X-UNMATCHED-01,D1,D1,B120,SMADIODE B120,SMADIODE,,,
PROJ-ADAF-0280-STAN-01,DIOD-UNMATCHED-X-UNMATCHED-01,D2,D2,B120,SMADIODE B120,SMADIODE,,,
PROJ-ADAF-0280-STAN-01,UNMATCHED-UNMATCHED-X-UNMATCHED-01,IC1,IC1,,SO16 ,SO16,,,
PROJ-ADAF-0280-STAN-01,UNMATCHED-UNMATCHED-X-UNMATCHED-01,IN,
PROJ-ADAF-0280-STAN-01,UNMATCHED-UNMATCHED-X-UNMATCHED-01,OUT,
PROJ-ADAF-0280-STAN-01,RESE-0805-X-UNMATCHED-01,R1,R1,adj,0805-THM adj,0805-THM,,,
PROJ-ADAF-0280-STAN-01,RESE-0805-X-UNMATCHED-01,R6,R6,6.19K,R0805 6.19K,R0805,,,
PROJ-ADAF-0280-STAN-01,RESE-0805-X-UNMATCHED-01,R7,R7,7.3k,R0805 7.3k,R0805,,,
PROJ-ADAF-0280-STAN-01,UNMATCHED-0805-X-UNMATCHED-01,RTH,
PROJ-ADAF-0280-STAN-01,SKIP-UNMATCHED-X-UNMATCHED-01,U$1,U$1,2.1MMJACKSMT,DCJACK_2MM_SMT 2.1MMJACKSMT,DCJACK_2MM_SMT,,,
PROJ-ADAF-0280-STAN-01,SKIP-UNMATCHED-X-UNMATCHED-01,U$3,U$3,FIDUCIAL,FIDUCIAL_1MM FIDUCIAL,FIDUCIAL_1MM,,,
PROJ-ADAF-0280-STAN-01,SKIP-UNMATCHED-X-UNMATCHED-01,U$4,U$4,FIDUCIAL,FIDUCIAL_1MM FIDUCIAL,FIDUCIAL_1MM,,,
PROJ-ADAF-0280-STAN-01,UNMATCHED-UNMATCHED-X-UNMATCHED-01,USB,
PROJ-ADAF-0280-STAN-01,UNMATCHED-UNMATCHED-X-UNMATCHED-01,VIN,
PROJ-ADAF-0284-STAN-01,CAPX-UNMATCHED-X-UF10-01,C1,C1,10uF,CPOL-USA/3216-18R,A/3216-18R,POLARIZED CAPACITOR, American symbol,,
PROJ-ADAF-0284-STAN-01,UNMATCHED-UNMATCHED-X-UNMATCHED-01,CN1,CN1,MINIB,USBMINIB,USB-MINIB,USB Connectors,,
PROJ-ADAF-0284-STAN-01,UNMATCHED-UNMATCHED-X-UNMATCHED-01,IC1,IC1,FT232RL,FT232RL,SSOP28,Source: http://www.ftdichip.com/Documents/DataSheets/DS_FT232R_v104.pdf,,
PROJ-ADAF-0284-STAN-01,SKIP-UNMATCHED-X-UNMATCHED-01,SJ1,SJ1,,SJ,SJ,SMD solder JUMPER,,
PROJ-ADAF-0284-STAN-01,SKIP-UNMATCHED-X-UNMATCHED-01,SJ2,SJ2,,SJ,SJ,SMD solder JUMPER,,
PROJ-ADAF-0284-STAN-01,SKIP-UNMATCHED-X-UNMATCHED-01,SJ3,SJ3,,SJ,SJ,SMD solder JUMPER,,
PROJ-ADAF-0284-STAN-01,SKIP-UNMATCHED-X-UNMATCHED-01,SJ4,SJ4,,SJ,SJ,SMD solder JUMPER,,
PROJ-ADAF-0284-STAN-01,SKIP-UNMATCHED-X-UNMATCHED-01,SJ5,SJ5,,SJ,SJ,SMD solder JUMPER,,
PROJ-ADAF-0284-STAN-01,SKIP-UNMATCHED-X-UNMATCHED-01,SJ6,SJ6,,SJ,SJ,SMD solder JUMPER,,
PROJ-ADAF-0284-STAN-01,SKIP-UNMATCHED-X-UNMATCHED-01,U$1,U$1,FIDUCIAL,FIDUCIAL,FIDUCIAL_1MM,For use by pick and place machines to calibrate the vision/machine, 1mm,,
PROJ-ADAF-0284-STAN-01,SKIP-UNMATCHED-X-UNMATCHED-01,U$2,U$2,FIDUCIAL,FIDUCIAL,FIDUCIAL_1MM,For use by pick and place machines to calibrate the vision/machine, 1mm,,
PROJ-ADAF-0292-STAN-01,SKIP-UNMATCHED-X-UNMATCHED-01,A0,A0,,SJ,SJ,SMD solder JUMPER,,
PROJ-ADAF-0292-STAN-01,SKIP-UNMATCHED-X-UNMATCHED-01,A1,A1,,SJ,SJ,SMD solder JUMPER,,
PROJ-ADAF-0292-STAN-01,SKIP-UNMATCHED-X-UNMATCHED-01,A2,A2,,SJ,SJ,SMD solder JUMPER,,
PROJ-ADAF-0292-STAN-01,CAPX-UNMATCHED-X-UF10-01,C1,C1,10uF,CPOL-USA/3216-18R,A/3216-18R,POLARIZED CAPACITOR, American symbol,,
PROJ-ADAF-0292-STAN-01,UNMATCHED-UNMATCHED-X-UNMATCHED-01,CONTRAST,CONTRAST,10K,TRIMPOTTC33X,TC33X,SMT trimmer potentiometer part number TC33X,,
PROJ-ADAF-0292-STAN-01,UNMATCHED-UNMATCHED-X-UNMATCHED-01,IC1,IC1,MCP2300X/SO,MCP2300X/SO,SO18W,MCP23008,,
PROJ-ADAF-0292-STAN-01,UNMATCHED-UNMATCHED-X-UNMATCHED-01,IC2,IC2,74LS595D,74LS595D,SO16,8-bit SHIFT REGISTER, output latch,,
PROJ-ADAF-0292-STAN-01,UNMATCHED-UNMATCHED-X-UNMATCHED-01,J1,J1,1X5,1X5,3.5MM-5P,,,
PROJ-ADAF-0292-STAN-01,UNMATCHED-SO23-X-UNMATCHED-01,Q1,Q1,,MMBT2222ALT1-NPN-SOT23-BEC,SOT23-BEC,NPN Transistror,,
PROJ-ADAF-0292-STAN-01,SKIP-UNMATCHED-X-UNMATCHED-01,SPI,SPI,,SJ,SJ,SMD solder JUMPER,,
PROJ-ADAF-0292-STAN-01,SKIP-UNMATCHED-X-UNMATCHED-01,U$1,U$1,FIDUCIAL,FIDUCIAL,FIDUCIAL_1MM,For use by pick and place machines to calibrate the vision/machine, 1mm,,
PROJ-ADAF-0292-STAN-01,SKIP-UNMATCHED-X-UNMATCHED-01,U$2,U$2,FIDUCIAL,FIDUCIAL,FIDUCIAL_1MM,For use by pick and place machines to calibrate the vision/machine, 1mm,,
PROJ-ADAF-0326-STAN-01,SKIP-UNMATCHED-X-UNMATCHED-01,U$1,U$1,UG-2864HSWEG01,UG-2864HSWEG01,1X30-0.7MM,UG-2864HSWEG01 OLED display,,
PROJ-ADAF-0326-STAN-01,SKIP-UNMATCHED-X-UNMATCHED-01,U$3,U$3,FIDUCIAL,FIDUCIAL,FIDUCIAL_1MM,For use by pick and place machines to calibrate the vision/machine, 1mm,,
PROJ-ADAF-0326-STAN-01,SKIP-UNMATCHED-X-UNMATCHED-01,U$4,U$4,FIDUCIAL,FIDUCIAL,FIDUCIAL_1MM,For use by pick and place machines to calibrate the vision/machine, 1mm,,
PROJ-ADAF-0358-STAN-01,UNMATCHED-UNMATCHED-X-UNMATCHED-01,IC1,IC1,4050D,4050D,SO16,Hex non-inverting BUFFER,,
PROJ-ADAF-0358-STAN-01,UNMATCHED-SO23-X-UNMATCHED-01,Q1,Q1,2N2222,MMBT2222ALT1-NPN-SOT23-BEC,SOT23-BEC,NPN Transistror,,
PROJ-ADAF-0358-STAN-01,UNMATCHED-UNMATCHED-X-UNMATCHED-01,Q2,Q2,MICROSD,MICROSD,MICROSD,Micro-SD / Transflash card holder with SPI pinout,,
PROJ-ADAF-0358-STAN-01,RESE-0805-X-UNMATCHED-01,R1,R1,22 ohm,R-US_R0805,R0805,RESISTOR, American symbol,,
PROJ-ADAF-0358-STAN-01,SKIP-UNMATCHED-X-UNMATCHED-01,U$1,U$1,JD-T1800,JD-T1800,JD-T1800,,,
PROJ-ADAF-0358-STAN-01,SKIP-UNMATCHED-X-UNMATCHED-01,U$2,U$2,PINHD-1X10,PINHD-1X10,1X10-BIG,Pin header 1x10 0.1 spacing,,
PROJ-ADAF-0358-STAN-01,SKIP-UNMATCHED-X-UNMATCHED-01,U$3,U$3,FIDUCIAL,FIDUCIAL,FIDUCIAL_1MM,For use by pick and place machines to calibrate the vision/machine, 1mm,,
PROJ-ADAF-0358-STAN-01,SKIP-UNMATCHED-X-UNMATCHED-01,U$4,U$4,FIDUCIAL,FIDUCIAL,FIDUCIAL_1MM,For use by pick and place machines to calibrate the vision/machine, 1mm,,
PROJ-ADAF-0358-STAN-01,SKIP-UNMATCHED-X-UNMATCHED-01,U$5,U$5,FIDUCIAL,FIDUCIAL,FIDUCIAL_1MM,For use by pick and place machines to calibrate the vision/machine, 1mm,,
PROJ-ADAF-0364-STAN-01,CAPC-0805-X-UNMATCHED-01,C11,C11,0.1�F,CAP_CERAMIC0805,0805,Ceramic Capacitors,,
PROJ-ADAF-0364-STAN-01,CAPC-0805-X-UNMATCHED-01,C14,C14,0.1�F,CAP_CERAMIC0805,0805,Ceramic Capacitors,,
PROJ-ADAF-0364-STAN-01,CAPC-0805-X-UNMATCHED-01,C15,C15,1000pF,CAP_CERAMIC0805,0805,Ceramic Capacitors,,
PROJ-ADAF-0364-STAN-01,CAPC-0805-X-UNMATCHED-01,C16,C16,0.1�F,CAP_CERAMIC0805,0805,Ceramic Capacitors,,
PROJ-ADAF-0364-STAN-01,CAPC-0805-X-UNMATCHED-01,C17,C17,0.1�F,CAP_CERAMIC0805,0805,Ceramic Capacitors,,
PROJ-ADAF-0364-STAN-01,CAPC-0805-X-UNMATCHED-01,C18,C18,10�F,CAP_CERAMIC0805,0805,Ceramic Capacitors,,
PROJ-ADAF-0364-STAN-01,CAPC-0805-X-UNMATCHED-01,C19,C19,10�F,CAP_CERAMIC0805,0805,Ceramic Capacitors,,
PROJ-ADAF-0364-STAN-01,CAPC-0805-X-UNMATCHED-01,C20,C20,0.1�F,CAP_CERAMIC0805,0805,Ceramic Capacitors,,
PROJ-ADAF-0364-STAN-01,CAPC-0805-X-UNMATCHED-01,C21,C21,10�F,CAP_CERAMIC0805,0805,Ceramic Capacitors,,
PROJ-ADAF-0364-STAN-01,CAPC-0805-X-UNMATCHED-01,C22,C22,10�F,CAP_CERAMIC0805,0805,Ceramic Capacitors,,
PROJ-ADAF-0364-STAN-01,CAPC-0805-X-UNMATCHED-01,C23,C23,0.1�F,CAP_CERAMIC0805,0805,Ceramic Capacitors,,
PROJ-ADAF-0364-STAN-01,CAPC-0805-X-UNMATCHED-01,C24,C24,0.1�F,CAP_CERAMIC0805,0805,Ceramic Capacitors,,
PROJ-ADAF-0364-STAN-01,CAPC-0805-X-UNMATCHED-01,C25,C25,10�F,CAP_CERAMIC0805,0805,Ceramic Capacitors,,
PROJ-ADAF-0364-STAN-01,CAPC-0805-X-UNMATCHED-01,C26,C26,10�F,CAP_CERAMIC0805,0805,Ceramic Capacitors,,
PROJ-ADAF-0364-STAN-01,UNMATCHED-UNMATCHED-X-UNMATCHED-01,CN1,CN1,FTDI,FTDIUSBCABLE,1X06_ROUND,FTDI TTL-232R USB Cable,,
PROJ-ADAF-0364-STAN-01,SKIP-UNMATCHED-X-UNMATCHED-01,FID1,FID1,FIDUCIAL1X2.5,FIDUCIAL1X2.5,FIDUCIAL-1X2.5,Fiducial Alignment Points,,
PROJ-ADAF-0364-STAN-01,SKIP-UNMATCHED-X-UNMATCHED-01,FID2,FID2,FIDUCIAL1X2.5,FIDUCIAL1X2.5,FIDUCIAL-1X2.5,Fiducial Alignment Points,,
PROJ-ADAF-0364-STAN-01,SKIP-UNMATCHED-X-UNMATCHED-01,JP1,JP1,SEL0,JUMPER3,JUMPER3,JUMPER - 3 Pins,,
PROJ-ADAF-0364-STAN-01,SKIP-UNMATCHED-X-UNMATCHED-01,JP2,JP2,SEL1,JUMPER3,JUMPER3,JUMPER - 3 Pins,,
PROJ-ADAF-0364-STAN-01,UNMATCHED-0603-X-UNMATCHED-01,L1,L1,FERRITE,FERRITE,0603,Ferrite Bead,,
PROJ-ADAF-0364-STAN-01,UNMATCHED-0603-X-UNMATCHED-01,L2,L2,FERRITE,FERRITE,0603,Ferrite Bead,,
PROJ-ADAF-0364-STAN-01,UNMATCHED-0805-X-UNMATCHED-01,L3,L3,560nH,INDUCTOR0805,0805,Inductors,,
PROJ-ADAF-0364-STAN-01,UNMATCHED-0805-X-UNMATCHED-01,L4,L4,560nH,INDUCTOR0805,0805,Inductors,,
PROJ-ADAF-0364-STAN-01,RESE-0805-X-UNMATCHED-01,R2,R2,1.69K,RESISTOR0805,0805,Resistors,,
PROJ-ADAF-0364-STAN-01,RESE-0805-X-UNMATCHED-01,R3,R3,1.5,RESISTOR0805,0805,Resistors,,
PROJ-ADAF-0364-STAN-01,RESE-0805-X-UNMATCHED-01,R4,R4,1.5,RESISTOR0805,0805,Resistors,,
PROJ-ADAF-0364-STAN-01,RESE-UNMATCHED-X-UNMATCHED-01,R5,R5,NC,R-EU_R0201,R0201,RESISTOR, European symbol,,
PROJ-ADAF-0364-STAN-01,RESE-UNMATCHED-X-UNMATCHED-01,R6,R6,NC,R-EU_R0201,R0201,RESISTOR, European symbol,,
PROJ-ADAF-0364-STAN-01,RESE-0805-X-UNMATCHED-01,R8,R8,TBD,RESISTOR0805,0805,Resistors,,
PROJ-ADAF-0364-STAN-01,SKIP-UNMATCHED-X-UNMATCHED-01,TP1,TP1,TX1_POST,TESTPOINTPAD,TESTPOINT_PAD_2MM,Test Point,,
PROJ-ADAF-0364-STAN-01,SKIP-UNMATCHED-X-UNMATCHED-01,TP2,TP2,TGND,TESTPOINTPAD,TESTPOINT_PAD_2MM,Test Point,,
PROJ-ADAF-0364-STAN-01,SKIP-UNMATCHED-X-UNMATCHED-01,TP3,TP3,TX2_POST,TESTPOINTPAD,TESTPOINT_PAD_2MM,Test Point,,
PROJ-ADAF-0364-STAN-01,SKIP-UNMATCHED-X-UNMATCHED-01,TP4,TP4,TX2_PRE,TESTPOINTPAD,TESTPOINT_PAD_2MM,Test Point,,
PROJ-ADAF-0364-STAN-01,SKIP-UNMATCHED-X-UNMATCHED-01,TP5,TP5,TX1_PRE,TESTPOINTPAD,TESTPOINT_PAD_2MM,Test Point,,
PROJ-ADAF-0364-STAN-01,SKIP-UNMATCHED-X-UNMATCHED-01,TP6,TP6,TGND,TESTPOINTPAD,TESTPOINT_PAD_2MM,Test Point,,
PROJ-ADAF-0364-STAN-01,SKIP-UNMATCHED-X-UNMATCHED-01,TP7,TP7,RX,TESTPOINTPAD,TESTPOINT_PAD_2MM,Test Point,,
PROJ-ADAF-0364-STAN-01,UNMATCHED-UNMATCHED-X-UNMATCHED-01,U1,U1,PN532,PN532,HVQFN40-6X6,PN532 - Near Field Communication (NFC) controller,,
PROJ-ADAF-0364-STAN-01,UNMATCHED-SO235-X-UNMATCHED-01,U2,U2,ADP121(3.3V),VREG_SOT23-5,SOT23-5,SOT23-5 Fixed Voltage Regulators,,
